From_Date,To_Date
07/01/2022,07/11/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
,32409792 / 07/03/2022,PU,PCS : 2     WT : 20.00,PU#   3415029,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/3/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/4/2022 00:55,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32411719 / 07/05/2022,PU,PCS : 1     WT : 2.00,PU#   3416956,ST FRANCIS MEDICAL CENTER,23900 KATY FWY,Chemistry Laboratory,"HOUSTON, TX 77054",PU TM : 7/5/2022 05:30,14101 Seeley Ave.,Henry Ford,,"BLUE ISLAND, IL 60406",DEL TM : 7/5/2022 23:37,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32412298 / 07/05/2022,PU,PCS : 2     WT : 20.00,PU#   3417535,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/5/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/5/2022 07:27,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32412938 / 07/06/2022,PU,PCS : 2     WT : 20.00,PU#   3418173,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/6/2022 05:26,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/6/2022 06:29,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32413343 / 07/06/2022,PU,PCS : 1     WT : 20.00,PU#   3418577,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/7/2022 01:14,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : 7/7/2022 01:16,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32414652 / 07/07/2022,PU,PCS : 2     WT : 20.00,PU#   3419886,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/7/2022 02:40,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/7/2022 03:41,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32414721 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3419955,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32416499 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3421733,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32416479 / 07/07/2022,PU,PCS : 2     WT : 20.00,PU#   3421713,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/8/2022 01:27,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/8/2022 02:29,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32412941 / 07/06/2022,PU,PCS : 1     WT : 20.00,PU#   3418176,AUTOMATION RV,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/6/2022 03:41,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : 7/7/2022 01:37,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32414656 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3419890,AUTOMATION RV,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/7/2022 03:38,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : 7/7/2022 04:40,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,32416492 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3421726,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 25        Total PCS : 98        Total WT :  674      
,,,,,,,,,,,,,,,           Shipment : 25        SubTotal PCS : 98        SubTotal WT :  674      ,           TotalShipment : 25        Total PCS : 98        Total WT :  674      

